"","V1","V2"
"5087","FC(F)(F)S(=O)(=O)N","638455"
"5088","FC(CC(N)C(=O)O)C(=O)O","89377"
"5089","FC(CN)C(=O)O","755303"
"5090","FC(F)CN.Cl","804312"
"5091","FCC(=O)N","128341"
"5092","FCC(N)c1ccccc1","764450"
"5093","FCCN.Cl","429058"
"5094","F[C@@H]1CN[C@@H](C1)C(=O)N.Cl","717053"
"5095","FC1(C(C1)(N)C)F.Cl","765899"
"5096","FC1(CC(C1)N)F","CDS025206"
"5097","Fc1c(c(ccc1)Cl)CN","09495"
"5098","Fc1c(c(ccc1)F)C(=O)N","282278"
"5099","Fc1c(c(ccc1)F)CN","264393"
"5100","Fc1c(cc(cc1)F)CN","264385"
"5101","Fc1c(cc(cc1)F)NN","324191"
"5102","Fc1c(cc(cc1)NN)Cl","638374"
"5103","Fc1c(ccc(c1)C(=O)N)F","566381"
"5104","Fc1c(ccc(c1)CN)F","264407"
"5105","Fc1c(ccc(c1)F)C(=O)N","566373"
"5106","Fc1c(ccc(c1)F)CN","264377"
"5107","Fc1c(cccc1C(=O)N)F","579491"
"5108","Fc1c(cccc1CN)F","538612"
"5109","Fc1c(cccc1)C(=O)N","121703"
"5110","Fc1c(cccc1)C(=O)NN","536288"
"5111","Fc1c(cccc1)C(N)C(=O)O","209503"
"5112","Fc1c(cccc1)CCN","368032"
"5113","Fc1c(cccc1)CN","162485"
"5114","Fc1c(cccc1)NN.Cl","153427"
"5115","Fc1cc(c(cc1)Cl)CN","755273"
"5116","Fc1cc(cc(c1)C(=O)N)F","566403"
"5117","Fc1cc(cc(c1)CN)F","469351"
"5118","Fc1cc(ccc1)C(=O)N","190691"
"5119","Fc1cc(ccc1)C(=O)NN","536326"
"5120","Fc1cc(ccc1)CCN","347051"
"5121","Fc1cc(ccc1)CN","126896"
"5122","Fc1cc(ccc1)/C=C/C(=O)N","657921"
"5123","Fc1cc(ccc1)NC(=S)N","654825"
"5124","Fc1cc(ccc1)NN.Cl","153974"
"5125","Fc1ccc(cc1)C(=O)NN","536334"
"5126","Fc1ccc(cc1)C(=S)N","684775"
"5127","Fc1ccc(cc1)C(N)C(=O)O","47358"
"5128","Fc1ccc(cc1)C(N)C","154040"
"5129","Fc1ccc(cc1)C(N)N=O","422266"
"5130","Fc1ccc(cc1)CCN","361828"
"5131","Fc1ccc(cc1)CN","162493"
"5132","Fc1ccc(cc1)/C=C/C(=O)N","639966"
"5133","Fc1ccc(cc1)[C@H](N)C(=O)O","47352"
"5134","Fc1ccc(cc1)[C@H](N)C","727024"
"5135","Fc1ccc(cc1)[C@@H](N)C(=O)O","47355"
"5136","Fc1ccc(cc1)[C@@H](N)C","727113"
"5137","Fc1ccc(cc1)NC(=S)N","632945"
"5138","Fc1ccc(cc1)NN.Cl","F14203"
"5139","I.NCC","805823"
"5140","I.NC","793493"
"5141","[I-].[NH2+]=CN","806048"
"5142","[K+].NC(CC(=O)O)C(=O)[O-]","A2025"
"5143","[K+].N[C@@H](CC(=O)O)C(=O)[O-]","11230"
"5144","[Li]C#C.NCCN","186155"
"5145","[Li+].[Li+].P(=O)([O-])([O-])OC(=O)N","C5625"
"5146","[Mg+2].NC(CC(=O)O)C(=O)[O-].C","11270"
"5147","N(CC(=O)O)(C)C(=N)N","27890"
"5148","N(CC(=O)O)(C)C(=N)N.O","C3630"
"5149","N(CC(=O)O)(C)C(=N)N","C0780"
"5150","N(CC(=O)O)(C)C(=O)CN","G3127"
"5151","N(CC(CN)(C)C)(C)C","227412"
"5152","N(CC(N)C)(C)C","588180"
"5153","N(CCCC(N)C)(CC)CC","A48806"
"5154","N(CCCN)(CCCN)C","188441"
"5155","N(CCCN)(CC)CC","549975"
"5156","N(CCCN)(C)C","D145009"
"5157","N(CCCNCCCN)(C)C","550019"
"5158","N(CCN)(CCN)CCN","225630"
"5159","N(CCN)(CC)CC","112720"
"5160","N(CCN)(C)C(=O)OC(C)(C)C","15567"
"5161","N(CCN)(C)C","39030"
"5162","N(CCNCCN)(CC)CC","518832"
"5163","N(CC)(CC)C(=O)N","259454"
"5164","N(C)(C)C(=O)N","261394"
"5165","N(N=O)(CC)C(=O)N","N3385"
"5166","N(N=O)(C)C(=O)N","N1517"
"5167","N(N)(C)C(=O)OC(C)(C)C","699101"
"5168","N(N)(C)C","D161608"
"5169","N(N)(C)c1ccccc1","170267"
"5170","N(=N)=CC(=O)CCC(N)C(=O)O","D0778"
"5171","N(C(=N)N)C#N","D76609"
"5172","N(C(=N)N)C(=O)C","376566"
"5173","N(C(=O)N)C(=O)CC#N","C88807"
"5174","N(C(=O)N)C(=O)N","15270"
"5175","N(C(C)(C)C(=O)O)C(=O)N","C4000"
"5176","N(C(C)(C)C)C(=O)N","19939"
"5177","N(C(CC)C(=O)O)C(=O)N","C3875"
"5178","N(C(CO)C(=O)O)C(=O)CN","G3252"
"5179","N(C(C)C(=O)O)C(=O)C(N)C","850942"
"5180","N(C(C)C(=O)O)C(=O)CCN","A9252"
"5181","N(C(C)C)CCCN","305545"
"5182","N(C(C)C)CCN","I22102"
"5183","N(C(C)C)CCNCCN","422355"
"5184","N(CC(=O)N)C(=O)C","280216"
"5185","N(CC(=O)O)C(=N)N","G11608"
"5186","N(CC(=O)O)C(=O)C(N)C","A0753"
"5187","N(CC(=O)O)C(=O)CN","G7801"
"5188","N(CC(=O)O)C(=O)N","H3379"
"5189","N(CC(C)C(=O)O)C(=O)N","74005"
"5190","N(CCC(=O)N)C","701343"
"5191","N(CCC(=O)O)C(=N)N","51022"
"5192","N(CCC(=O)O)C(=O)N","94295"
"5193","N(CCCC(=O)O)C(=N)N","G6503"
"5194","N(CCCC(N)C(=O)O)C(=N)N","11020"
"5195","N(CCCCC(N)C(=O)O)C=O","F9376"
"5196","N(CCCCCC(=O)O)C(=N)N","55572"
"5197","N(CCCC)C(=O)N","B103004"
"5198","N(CCCN)C(=O)OC(C)(C)C","15408"
"5199","N(CCCN)CCCCN","05292"
"5200","N(CCCN)CCCN","I1006"
"5201","N(CCCN)CCC","308153"
"5202","N(CCCN)C","127027"
"5203","N(CCN)C(=O)C","397261"
"5204","N(CCN)C(=O)OC(C)(C)C","15369"
"5205","N(CCN)CCCC","480592"
"5206","N(CCN)CCCN","127159"
"5207","N(CCN)CCCNCCN","333131"
"5208","N(CCN)CCC","308145"
"5209","N(CCN)CCN","D93856"
"5210","N(CCN)CCO","127582"
"5211","N(CCN)CC","127000"
"5212","N(CCN)Cc1ccccc1","462292"
"5213","N(CCN)C","127019"
"5214","N(CCN)c1ccccc1","P24152"
"5215","N(CCNCCCN)CCCN","239399"
"5216","N(CCNCCN)CCN.O","259535"
"5217","N(CCNCCN)CCN","132098"
"5218","N(CCO)C(=O)N","554693"
"5219","N(CCO)CCCN","09293"
"5220","N(CC)C(=O)N","E51007"
"5221","N(CC=C)C(=O)N","A36808"
"5222","N(C)C(=O)N","M86804"
"5223","N(c1ccccc1)C(=O)N","P36959"
"5224","N(C1CCCCC1)CCCN","C108057"
"5225","N([C@H](CC(=O)N)C(=O)O)C(=O)C","A5250"
"5226","N([C@H](C)C(=O)O)C(=O)[C@H](N)C","A0912"
"5227","N([C@@H](CC(=O)N)C(=O)O)C(=O)C","441554"
"5228","N([C@@H](CCCN)C(=O)O)C(=O)C","A3626"
"5229","N([C@@H](C)C(=O)O)C(=O)CN","50150"
"5230","N([C@@H](C)C(=O)O)C(=O)[C@@H](N)C","A9502"
"5231","N(/N=C/c1ccccc1)C(=O)N","568449"
"5232","N(N)C(=N)N.OC(=O)O","109266"
"5233","N(N)C(=O)C(=O)NN","131296"
"5234","N(N)C(=O)CC#N","C88602"
"5235","N(N)C(=O)CC(=O)OCC","378909"
"5236","N(N)C(=O)CCC(=O)NN","S5502"
"5237","N(N)C(=O)CCCCC(=O)NN","02191"
"5238","N(N)C(=O)CCCCCCC","293342"
"5239","N(N)C(=O)CC[C@H](N)C(=O)O","G7257"
"5240","N(N)C(=O)CC","671460"
"5241","N(N)C(=O)Cc1ccccc1","P16656"
"5242","N(N)C(=O)C","A8309"
"5243","N(N)C(=O)c1c(cc(cc1)O)O","538582"
"5244","N(N)C(=O)c1c(cccc1)N","565490"
"5245","N(N)C(=O)c1c(cccc1)O","S550"
"5246","N(N)C(=O)c1cc(c(cc1)N)N","579750"
"5247","N(N)C(=O)c1cc(ccc1)OC","259608"
"5248","N(N)C(=O)c1cc(ccc1)O","468010"
"5249","N(N)C(=O)c1ccc(cc1)C","T37001"
"5250","N(N)C(=O)c1ccc(cc1)N","A41909"
"5251","N(N)C(=O)c1ccc(cc1)OC","558346"
"5252","N(N)C(=O)c1ccc(cc1)O","54600"
"5253","N(N)C(=O)c1ccccc1","B13071"
"5254","N(N)C(=O)c1ccncc1","75182"
"5255","N(N)C(=O)c1cnccc1","107425"
"5256","N(N)C(=O)c1occc1","130443"
"5257","N(N)C(=O)N","363634"
"5258","N(N)C(=O)Nc1ccccc1","79150"
"5259","N(N)C(=O)NN","C11006"
"5260","N(N)C(=O)OC(C)(C)C","B91005"
"5261","N(N)C(=O)OCC","E16503"
"5262","N(N)C(=O)OCc1ccccc1","499781"
"5263","N(N)C(=O)OC","151653"
"5264","N(N)CCC#N","636193"
"5265","N(N)CCC.OC(=O)C(=O)O","82340"
"5266","N(N)CCO","215201"
"5267","N(N)CC.OC(=O)C(=O)O","04100"
"5268","N(N)C","M50001"
"5269","N(N)C=O","166375"
"5270","N(N)c1ccc(cc1)C(=O)O","246395"
"5271","N(N)c1ccccc1","P26252"
"5272","N(N)c1ncccc1","H17082"
"5273","N(N)c1ncccn1","758094"
"5274","N(N)c1nccnc1","741515"
"5275","N(NC(=O)N)c1ccccc1","245909"
"5276","N(OCc1ccccc1)C(=O)N","B1278"
"5277","N(O)C(=O)C(N)CCC","N1253"
"5278","N(O)C(=O)C(N)CO","S4503"
"5279","N(O)C(=O)CCC(N)C(=O)O","G2253"
"5280","N(O)C(=O)C[C@H](N)C(=O)O","A6508"
"5281","N(O)C(=O)CN","G2753"
"5282","N(O)C(=O)N","Y0000119"
"5283","NC#N","187364"
"5284","NC(=C(C#N)C#N)CC#N","107417"
"5285","NC(=Cc1c(cccc1)OC)N","PH016267"
"5286","NC(=NC(=O)OC(C)(C)C)N","756342"
"5287","NC(=N)C1(CCCCC1)O","PH016272"
"5288","NC(=N)c1ccc(cc1)OC","64785"
"5289","NC(=N)c1ccccc1","12072"
"5290","NC(=N)N.OC(=O)C","50920"
"5291","NC(=O)C#C","751235"
"5292","NC(=O)C(=C)C","109606"
"5293","NC(=O)C(=O)N","O9328"
"5294","NC(=O)C(=O)OCC","E43209"
"5295","NC(=O)C(=O)O","O3750"
"5296","NC(=O)C(C)(C)C","T71609"
"5297","NC(=O)C(C(CC)C)CC","V4765"
"5298","NC(=O)C(CCC)CCC","V3640"
"5299","NC(=O)C(C)C","144436"
"5300","NC(=O)C(OCC)OCC","370452"
"5301","NC(=O)C(O)C","292923"
"5302","NC(=O)C(O)c1ccccc1","648744"
"5303","NC(=O)CC#N","108448"
"5304","NC(=O)CC(=O)C","328812"
"5305","NC(=O)CC(=O)N","129593"
"5306","NC(=O)CC(=O)OCC","63403"
"5307","NC(=O)CC(=O)OC","63407"
"5308","NC(=O)CCC(=O)N","124753"
"5309","NC(=O)CCC(=O)O","134376"
"5310","NC(=O)CCCCC(=O)N","292893"
"5311","NC(=O)CCCCC","293393"
"5312","NC(=O)CCCC","89925"
"5313","NC(=O)CCC","19240"
"5314","NC(=O)CC","143936"
"5315","NC(=O)Cc1ccc(cc1)O","387738"
"5316","NC(=O)CO","480959"
"5317","NC(=O)C","122637"
"5318","NC(=O)C=C","148571"
"5319","NC(=O)/C=C/c1ccccc1","C80806"
"5320","NC(=O)/C=C\C(=O)O","445495"
"5321","NC(=O)[C@@H]1C(C1)(C)C","434639"
"5322","NC(=O)[C@H]1C(C1)(C)C","679410"
"5323","NC(=O)[C@H]1OCCC1","573310"
"5324","NC(=O)C1(CC1)C(=O)O","439517"
"5325","NC(=O)C1(CCC1)C(=O)N","596434"
"5326","NC(=O)c1c(cccc1)C(=O)O","556998"
"5327","NC(=O)c1c(cccc1)C","260827"
"5328","NC(=O)c1c(cccc1)OCC","E4402"
"5329","NC(=O)c1c(cccc1)O","860417"
"5330","NC(=O)c1c(nc(cc1)O)O","349828"
"5331","NC(=O)c1cc(c(c(c1)O)O)O","566039"
"5332","NC(=O)c1cc(ccc1)C","260819"
"5333","NC(=O)c1cc(ccc1)N=O","N8153"
"5334","NC(=O)c1cc(ccc1)OC","M10050"
"5335","NC(=O)c1ccc(cc1)C","260797"
"5336","NC(=O)c1ccc(cc1)OCC","288853"
"5337","NC(=O)c1ccc(cc1)OC","M10069"
"5338","NC(=O)c1ccc(cc1)O","270253"
"5339","NC(=O)c1ccccc1","135828"
"5340","NC(=O)c1ccncc1","I17451"
"5341","NC(=O)c1cnc(cc1)C","284769"
"5342","NC(=O)c1cnccc1C(=O)N","328561"
"5343","NC(=O)c1cnccc1","240206"
"5344","NC(=O)c1nc(ccc1)C(=O)N","464902"
"5345","NC(=O)c1ncccc1O","646423"
"5346","NC(=O)c1ncccc1","104051"
"5347","NC(=O)c1nccnc1C(=O)N","P56151"
"5348","NC(=O)c1nccnc1","40751"
"5349","NC(=O)C1CCCCC1","227293"
"5350","NC(=O)C1OC1","04704"
"5351","NC(=O)[C@H](O)C","436801"
"5352","NC(=O)[C@H](O)c1ccccc1","711497"
"5353","NC(=O)[C@@H](O)C","436828"
"5354","NC(=O)[C@@H](O)c1ccccc1","711543"
"5355","NC(=O)/N=N/C(=O)N","A96606"
"5356","NC(=O)N.OO","289132"
"5357","NC(=O)N","08582"
"5358","NC(=O)N.OO","U1753"
"5359","NC(=O)N","51456"
"5360","NC(=O)OC(C)(C)C","167398"
"5361","NC(=O)OCCCC","B90807"
"5362","NC(=O)OCC","94300"
"5363","NC(=O)OCC=C","736686"
"5364","NC(=O)OCc1ccccc1","B18200"
"5365","NC(=O)OC","246352"
"5366","NC(=O)OC1(CCCCC1)C#C","E3258"
"5367","NC(=O)Oc1ccccc1","P21404"
"5368","NC(=O)O.N","292834"
"5369","N/C(=C(\N)/C#N)/C#N","163880"
"5370","N/C(=C/C#N)/C","117641"
"5371","N/C(=C/C(=O)C)/C","691003"
"5372","N/C(=C/C(=O)OC)/C","129712"
"5373","N/C(=C\C(=O)OCC)/C","E10807"
"5374","NC(CC(=O)O)(C)C(=O)O","M6001"
"5375","NC(CC(C)(C)C)(C)C","O6000"
"5376","NC(CC)(C)C","176990"
"5377","NC(CO)(CO)CO","154563"
"5378","NC(CO)(CO)CO","04577"
"5379","NC(CO)(CO)CO","93350"
"5380","NC(CO)(CO)C","08569"
"5381","NC(CO)(C)C(=O)O","M6877"
"5382","NC(CO)(C)C","A65182"
"5383","NC(C)(C)C#C","687189"
"5384","NC(C)(C)C(=O)O","850993"
"5385","NC(C)(C)C","391433"
"5386","NC(C)(C)c1ncccc1","802166"
"5387","NC(C(C)(C)C)C(=O)O","332178"
"5388","NC(C(C)C(=O)O)C(=O)O","M6126"
"5389","NC(C(C)C)C(=O)O","94640"
"5390","NC(C(C)C)CC(=O)O","17988"
"5391","NC(C(C)C)C","190187"
"5392","NC(C(O)CC)C(=O)O","H4002"
"5393","NC(CC#C)C(=O)O","P7888"
"5394","NC(CC(=O)N)C(=O)O.O","11180"
"5395","NC(CC(=O)OCC)C","E10556"
"5396","NC(CC(=O)O)C(=O)O","11210"
"5397","NC(CC(=O)O)CC(=O)O","G1763"
"5398","NC(CC(=O)O)C","A44207"
"5399","NC(CC(=O)O)c1ccccc1","159492"
"5400","NC(CC(CC)C)C","93909"
"5401","NC(CC(C)C)C(=O)O","L7875"
"5402","NC(CC(C)C)CC(=O)O","21625"
"5403","NC(CC(C)C)C","126411"
"5404","NC(CCC(=O)O)C#C","A230"
"5405","NC(CCC(=O)O)C(=O)O.O","G1126"
"5406","NC(CCC(=O)O)C=C","Y0001400"
"5407","NC(CCC(C)C)C","08490"
"5408","NC(CCCC(=O)O)C(=O)O","A0637"
"5409","NC(CCCC(C)C)C","D161292"
"5410","NC(CCCCCC)C(=O)O","217700"
"5411","NC(CCCCC)C(=O)O","08043"
"5412","NC(CCCCC)C","A56205"
"5413","NC(CCCCN)C(=O)O","274143"
"5414","NC(CCCC)C(=O)O","N1398"
"5415","NC(CCC)C(=O)O","222844"
"5416","NC(CCC)C","171417"
"5417","NC(CCc1ccccc1)C","M70533"
"5418","NC(CCN)CC","381675"
"5419","NC(CCO)C(=O)O","219770"
"5420","NC(CC)C(=O)O","162663"
"5421","NC(CC)CC","190195"
"5422","NC(CC)C","B89000"
"5423","NC(CC)c1ccccc1","448680"
"5424","NC(CC=C)C(=O)O","A8378"
"5425","NC(Cc1ccccc1)C(=O)O","147966"
"5426","NC(Cc1ccccc1)C","610240"
"5427","NC(CC1CCCC1)C(=O)O","38473"
"5428","NC(CN)C","117498"
"5429","NC(COC)C(=O)O","M7378"
"5430","NC(COC)C","A61004"
"5431","NC(CO)C(=O)O","S2597"
"5432","NC(CO)C(C)C","184837"
"5433","NC(CO)CCCC","237671"
"5434","NC(CO)CCC","236683"
"5435","NC(CO)CC","A43804"
"5436","NC(CO)CO","357898"
"5437","NC(CO)C","192171"
"5438","NC(C)C(=O)O","W381810"
"5439","NC(C)C","320366"
"5440","NC(C)c1cc(ccc1)N","737291"
"5441","NC(C)c1ccc(cc1)C","549134"
"5442","NC(C)c1ccccc1","M31104"
"5443","NC(C)c1ccncc1","685747"
"5444","NC(C)c1c2c(ccc1)cccc2","294926"
"5445","NC(C)c1ncccc1","724939"
"5446","NC(c1ccccc1)C(=O)O","P25507"
"5447","NC(c1onc(c1)O)C(=O)O","I2765"
"5448","NC(N=O)C(=O)OCC","519588"
"5449","NC(N=O)c1c(cccc1)C","709794"
"5450","NC(N=O)c1cc(ccc1)C","548596"
"5451","NC(N=O)c1cc(ccc1)N","724890"
"5452","NC(N=O)c1cc(ccc1)OC","733571"
"5453","NC(N=O)c1ccc(cc1)C","548707"
"5454","NC(N=O)c1ccc(cc1)N","722189"
"5455","NC(N=O)c1ccccc1","717436"
"5456","NC(N=O)c1ccncc1","542806"
"5457","NC(N=O)c1cnccc1","542814"
"5458","NC(N=O)c1ncccc1","542792"
"5459","NC(N=O)c1nccnc1","750328"
"5460","NCC#C","P50900"
"5461","NCC#N","A5802"
"5462","NCC(=O)O","241261"
"5463","NCC(CN)(CN)C","76256"
"5464","NCC(CN)(C)C","226920"
"5465","NCC(O)(C)C","777625"
"5466","NCC(CCCC)CC","E29508"
"5467","NCC(CCCN)CCCCN","419176"
"5468","NCC(CCCN)C","329665"
"5469","NCC(CC)C","220523"
"5470","NCC(C)C(=O)O","217794"
"5471","NCC(C)C","I14150"
"5472","NCC(C)c1ccccc1","180076"
"5473","NCC(OCC)OCC","A37200"
"5474","NCC(OC)OC","121967"
"5475","NCC(O)C(=O)O","286338"
"5476","NCC(O)CC(=O)O","A56655"
"5477","NCC(O)CN","D18609"
"5478","NCC(O)CO","A76001"
"5479","NCC(O)C","110248"
"5480","NCC(O)c1cc(ccc1)O","PHR1536"
"5481","NCC(O)c1ccccc1","A72405"
"5482","NCCC#C","715190"
"5483","NCCC(=O)O","146064"
"5484","NCCC(C)(C)C","183113"
"5485","NCCC(C)C","126810"
"5486","NCCC(OCC)OCC","A8597"
"5487","NCCCC#C","779407"
"5488","NCCCC(=O)O","03835"
"5489","NCCCC(CO)(C)C","636266"
"5490","NCCCC(OCC)OCC","A44150"
"5491","NCCCCC(=O)O","123188"
"5492","NCCCCCC(=O)O","07260"
"5493","NCCCCCCC(=O)O","284637"
"5494","NCCCCCCCC(=O)O","855294"
"5495","NCCCCCCCCCCC","94200"
"5496","NCCCCCCCCCCN","D14204"
"5497","NCCCCCCCCCC","30692"
"5498","NCCCCCCCCCN","187127"
"5499","NCCCCCCCCC","74398"
"5500","NCCCCCCCCN","D22401"
"5501","NCCCCCCCC","74988"
"5502","NCCCCCCCN","D17408"
"5503","NCCCCCCC","126802"
"5504","NCCCCCCN","422002"
"5505","NCCCCCCO","A56353"
"5506","NCCCCCC","219703"
"5507","NCCCCCN","D22606"
"5508","NCCCCCO","11318"
"5509","NCCCCC","171409"
"5510","NCCCCc1ccccc1","145394"
"5511","NCCCCN","D13208"
"5512","NCCCCO","178330"
"5513","NCCCC","B88985"
"5514","NCCCc1ccccc1","P32406"
"5515","NCCCN","D23602"
"5516","NCCCOC(C)C","550000"
"5517","NCCCOCCCC","123544"
"5518","NCCCOCC","239437"
"5519","NCCCOC","M25007"
"5520","NCCCO","01887"
"5521","NCCCO.OCCO","452572"
"5522","NCCCO","239844"
"5523","NCCC","109819"
"5524","NCCc1c(cc(cc1C)C)C","661651"
"5525","NCCc1c(cccc1)OC","373591"
"5526","NCCc1cc(ccc1)C","733431"
"5527","NCCc1cc(ccc1)OC","270229"
"5528","NCCc1ccc(cc1)CC","560537"
"5529","NCCc1ccc(cc1)C","132020"
"5530","NCCc1ccc(cc1)N","123056"
"5531","NCCc1ccc(cc1)OC","187305"
"5532","NCCc1ccc(cc1)O","T90344"
"5533","NCCc1ccccc1","128945"
"5534","NCCc1ccncc1","648701"
"5535","NCCc1ncccc1","A55306"
"5536","NCCC1=CCCCC1","255866"
"5537","NCC[C@H](O)C(=O)O","467359"
"5538","NCCN","03550"
"5539","NCCN","391085"
"5540","NCCOC(OCCN)(C)C","773204"
"5541","NCCOCCOCCN","385506"
"5542","NCCOCCOCCO","768901"
"5543","NCCOCCO","A54059"
"5544","NCCOC","143693"
"5545","NCCOc1ccccc1","448400"
"5546","NCCO","15014"
"5547","NCC","243191"
"5548","NCC=C","145831"
"5549","NC/C=C/C(=O)O","T1694"
"5550","NC/C=C(/CCC=C(C)C)\C","412643"
"5551","NC[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3","180378"
"5552","NC[C@@H]1CC[C@H](CC1)C(=O)O","857653"
"5553","NC[C@@H]1[C@H](CCCC1)O","689254"
"5554","NC[C@@H]1OCCC1","412937"
"5555","NC[C@H]1[C@H]2C([C@@H](C2)CC1)(C)C","180807"
"5556","NC[C@H]1[C@@H](CCCC1)O","689351"
"5557","NC[C@H]1OCCC1","412945"
"5558","NCC1(CCCCC1)CC(=O)O","PHR1049"
"5559","NCC1(COC1)CO","SPC00016"
"5560","NCc1c(c(ccc1)OC)OC","189855"
"5561","NCc1c(cc(cc1)OC)OC","432725"
"5562","NCc1c(ccc(c1)OC)OC","540315"
"5563","NCc1c(cccc1)CN","690015"
"5564","NCc1c(cccc1)C","127132"
"5565","NCc1c(cccc1)N","348015"
"5566","NCc1c(cccc1)OCC","191388"
"5567","NCc1c(cccc1)OC","159883"
"5568","NCc1cc(c(cc1)OC)OC","V1309"
"5569","NCc1cc(cc(c1)OC)OC","339806"
"5570","NCc1cc(ccc1)CN","33421"
"5571","NCc1cc(ccc1)CN","X1202"
"5572","NCc1cc(ccc1)C","126829"
"5573","NCc1cc(ccc1)N","721492"
"5574","NCc1cc(ccc1)OC","159891"
"5575","NCc1ccc(cc1)C(=O)O","283746"
"5576","NCc1ccc(cc1)C(C)(C)C","631280"
"5577","NCc1ccc(cc1)CN","279633"
"5578","NCc1ccc(cc1)C","M31201"
"5579","NCc1ccc(cc1)N","368466"
"5580","NCc1ccc(cc1)OC","M11103"
"5581","NCc1ccc(cc1)O","776505"
"5582","NCc1ccccc1","185701"
"5583","NCc1ccncc1","A65603"
"5584","NCc1cc2c(cc1)OCO2","P49503"
"5585","NCc1cnccc1","A65409"
"5586","NCc1c2c(ccc1)cccc2","127035"
"5587","NCc1ncccc1","A65204"
"5588","NCc1oc(cc1)C","415626"
"5589","NCc1occc1","F20009"
"5590","NCc1onc(c1)O","M1523"
"5591","NCC1CC(CCC1)CN","180467"
"5592","NCC1CC1","08460"
"5593","NCC1CC1.O","359521"
"5594","NCC1CCCCC1","101842"
"5595","NCC1COC1","745693"
"5596","NCC1COCC1","736759"
"5597","NCC1OC(OC1)(C)C","483117"
"5598","NCC1OCCC1","131911"
"5599","NCC1Oc2c(cccc2)OC1","678848"
"5600","NC[C@H](CC)C","241407"
"5601","NC[C@H](CO)C(=O)O","714119"
"5602","NC[C@H](C)C(=O)O","51511"
"5603","NC[C@H](C)c1ccccc1","461385"
"5604","NC[C@H](O)C(=O)O","06054"
"5605","NC[C@H](O)CO","473960"
"5606","NC[C@H](O)C","238856"
"5607","NC[C@H](O)c1cc(c(cc1)O)O","74460"
"5608","NC[C@H](O)c1cc(c(cc1)O)O","A7257"
"5609","NC[C@H](O)c1ccccc1","494577"
"5610","NC[C@@H](CC(C)C)CC(=O)O","Y0001805"
"5611","NC[C@@H](CO)C(=O)O","714127"
"5612","NC[C@@H](C)C(=O)O","68337"
"5613","NC[C@@H](C)c1ccccc1","461393"
"5614","NC[C@@H](c1ccccc1)C(=O)O","714194"
"5615","NC[C@@H](O)C(=O)O","68905"
"5616","NC[C@@H](O)CC(=O)O","542946"
"5617","NC[C@@H](O)CO","09267"
"5618","NC[C@@H](O)C","238864"
"5619","NC[C@@H](O)c1ccccc1","09222"
"5620","NCN=O","140198"
"5621","NC","295531"
"5622","NC=N.OC(=O)C","F15803"
"5623","NC=O","185906"
"5624","N/C=C/C(=O)OC","720259"
"5625","N[C@@]1(CC[C@@H](CC1)C(N)(C)C)C","469564"
"5626","N[C@]12C[C@@]3(C[C@H](C1)C[C@H](C2)C3)O","523690"
"5627","N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3","138576"
"5628","N[C@@H]1CCCc2c1cccc2","668818"
"5629","N[C@@H]1CCc2c1cc(cc2)O","675377"
"5630","N[C@@H]1CCc2c1cccc2","445347"
"5631","N[C@@H]1CC[C@H](CC1)N","32851"
"5632","N[C@@H]1CC[C@@H](CC1)C(=O)O","404853"
"5633","N[C@@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C","359939"
"5634","N[C@@H]1[C@H]2C[C@@H]([C@@H]1C(=O)O)CC2.O","07105"
"5635","N[C@@H]1[C@H](CCCC1)N","346713"
"5636","N[C@@H]1[C@H](CCCCC1)O","742252"
"5637","N[C@@H]1[C@H](CC=CC1)N","726338"
"5638","N[C@@H]1[C@H](Cc2c1cccc2)O","663344"
"5639","N[C@@H]1[C@H]([C@H]2C([C@@H](C2)C1)(C)C)C","391662"
"5640","N[C@@H]1[C@@H](CCCC1)C(=O)O","07617"
"5641","N[C@@H]1[C@@H](CCCC1)N","307467"
"5642","N[C@@H]1[C@@H](Cc2c1cccc2)O","440833"
"5643","N[C@H]1CCCc2c1cccc2","668796"
"5644","N[C@H]1CCc2c(cc(cc2)O)C1","734306"
"5645","N[C@H]1CCc2c1cccc2","445355"
"5646","N[C@H]1[C@H]2C[C@@H](C1)CC2","179604"
"5647","N[C@H]1[C@H](Cc2c1cccc2)O","440841"
"5648","N[C@H]1[C@@H](CCCC1)C(=O)O","07618"
"5649","N[C@H]1[C@@H](CCCC1)N","270016"
"5650","N[C@H]1[C@@H](CCCCC1)O","742139"
"5651","N[C@H]1[C@@H](CC=CC1)N","726311"
"5652","N[C@H]1[C@@H](Cc2c1cccc2)O","663336"
"5653","N[C@H]1[C@@H]([C@@H]2C([C@H](C2)C1)(C)C)C","391654"
"5654","NC1(CC1)C(=O)O","A3903"
"5655","NC1(CCC(CC1)C(N)(C)C)C","D19605"
"5656","NC1(CCC1)C(=O)O","652369"
"5657","NC1(CCCC1)C(=O)N","737305"
"5658","NC1(CCCC1)C(=O)O","A48105"
"5659","NC1(CCCC1)CO","192279"
"5660","NC1(CCCCC1)C#C","177024"
"5661","NC1(CCCCC1)C(=O)O","218693"
"5662","NC1(CCCCC1)CO","736988"
"5663","NC1(COC1)C(=O)O","733091"
